Energy (eV),Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
2.797134607,22.42590661,5.533837821,13.57465034,0.097222967,74.10082321,2.479547032
2.791492693,23.26151078,6.110777446,14.55856589,0.108457433,76.10339611,2.663867693
2.785850778,24.12198129,6.738449425,15.60195762,0.120957868,78.12094733,2.860432906
2.780208864,25.00778257,7.420227465,16.70745266,0.13484911,80.15188099,3.069938633
2.77456695,25.9193761,8.15959297,17.87772037,0.15026741,82.19454745,3.293111513
2.768925036,26.85721972,8.960125932,19.11546715,0.167361284,84.24724601,3.530709567
2.763283122,27.82176712,9.825494242,20.42343084,0.186292407,86.30822788,3.78352289
2.757641207,28.81346712,10.75944138,21.80437461,0.207236562,88.37569949,4.05237429
2.751999293,29.83276308,11.76577243,23.26108032,0.230384633,90.44782589,4.3381199
2.746357379,30.8800922,12.84833838,24.79634148,0.255943664,92.52273453,4.641649737
2.740715465,31.95588485,14.01101873,26.41295563,0.284137951,94.59851921,4.963888221
2.735073551,33.06056391,15.25770238,28.11371632,0.315210207,96.6732443,5.305794628
2.729431636,34.19454399,16.59226678,29.90140458,0.349422761,98.7449492,5.668363492
2.723789722,35.35823077,18.01855547,31.77877994,0.38705882,100.811653,6.05262494
2.718147808,36.55202025,19.54035402,33.74857101,0.42842378,102.8713593,6.45964495
2.712505894,37.77629798,21.16136441,35.81346566,0.473846585,104.9220613,6.890525545
2.706863979,39.03143831,22.88517804,37.97610073,0.523681138,106.9617475,7.346404891
2.701222065,40.31780363,24.71524748,40.23905147,0.578307753,108.9884065,7.828457317
2.695580151,41.63574359,26.654857,42.60482053,0.638134658,111.0000331,8.337893234
2.689938237,42.9855943,28.70709225,45.07582667,0.703599532,112.994634,8.875958964
2.684296323,44.36767753,30.87480911,47.65439326,0.775171088,114.970234,9.443936447
2.678654408,45.78229992,33.16060207,50.34273644,0.853350682,116.9248817,10.04314285
2.673012494,47.22975216,35.56677229,53.14295312,0.938673956,118.856656,10.67493007
2.66737058,48.71030817,38.09529569,56.05700888,1.031712501,120.7636724,11.34068405
2.661728666,50.22422429,40.74779124,59.08672572,1.133075539,122.6440892,12.04182408
2.656086752,51.77173847,43.52548994,62.23376977,1.243411621,124.4961142,12.77980183
2.650444837,53.35306941,46.42920461,65.49963903,1.363410318,126.3180111,13.55610034
2.644802923,54.96841577,49.45930098,68.88565114,1.493803916,128.1081061,14.37223283
2.639161009,56.61795534,52.61567035,72.39293137,1.635369095,129.8647941,15.22974136
2.633519095,58.30184422,55.89770417,76.02240068,1.788928583,131.5865455,16.1301953
2.627877181,60.02021599,59.30427092,79.77476412,1.955352779,133.2719126,17.07518972
2.622235266,61.77318093,62.83369565,83.65049954,2.135561326,134.9195357,18.06634353
2.616593352,63.56082518,66.48374246,87.64984669,2.330524634,136.5281496,19.1052975
2.610951438,65.38320998,70.25160037,91.77279675,2.541265326,138.0965895,20.19371206
2.605309524,67.24037085,74.13387272,96.01908244,2.768859603,139.6237971,21.333265
2.599667609,69.13231686,78.12657068,100.3881687,3.014438509,141.1088262,22.52564893
2.594025695,71.05902982,82.2251108,104.8792439,3.279189088,142.5508483,23.77256856
2.588383781,73.02046356,86.42431714,109.4912123,3.564355401,143.949158,25.07573779
2.582741867,75.01654319,90.71842803,114.2226863,3.871239406,145.3031776,26.43687671
2.577099953,77.04716441,95.1011077,119.0719809,4.201201673,146.6124626,27.85770823
2.571458038,79.11219278,99.56546291,124.0371078,4.55566191,147.8767052,29.33995474
2.565816124,81.21146305,104.1040646,129.1157712,4.936099301,149.0957387,30.88533439
2.56017421,83.34477855,108.7089747,134.3053645,5.344052621,150.2695413,32.49555735
2.554532296,85.51191051,113.3717779,139.6029681,5.781120108,151.3982391,34.17232175
2.548890382,87.71259749,118.0836189,145.0053482,6.24895909,152.4821086,35.91730955
2.543248467,89.94654479,122.8352437,150.508957,6.749285329,153.5215796,37.73218218
2.537606553,92.21342392,127.6170467,156.1099336,7.283872068,154.5172365,39.61857601
2.531964639,94.51287208,132.4191212,161.8041069,7.854548776,155.4698196,41.57809769
2.526322725,96.84449167,137.2313148,167.5869991,8.463199543,156.380226,43.61231929
2.52068081,99.20784982,142.0432885,173.4538312,9.111761141,157.2495096,45.72277332
2.515038896,101.602478,146.844579,179.3995285,9.802220701,158.0788806,47.91094762
2.509396982,104.0278718,151.6246643,185.418729,10.53661302,158.8697045,50.17828004
2.503755068,106.4834901,156.3730312,191.5057921,11.31701743,159.6235006,52.52615311
2.498113154,108.9687554,161.0792453,197.6548085,12.14555433,160.341939,54.95588852
2.492471239,111.4830532,165.7330222,203.8596121,13.02438116,161.0268384,57.4687415
2.486829325,114.0257318,170.3242991,210.1137925,13.95568807,161.6801618,60.06589515
2.481187411,116.5961021,174.8433067,216.4107089,14.941693,162.3040122,62.74845468
2.475545497,119.1934378,179.2806404,222.743505,15.98463645,162.9006278,65.51744159
2.469903583,121.8169748,183.6273305,229.1051257,17.0867756,163.4723761,68.3737878
2.464261668,124.4659116,187.8749099,235.4883337,18.25037813,164.0217473,71.31832974
2.458619754,127.1394091,192.0154796,241.8857281,19.47771542,164.5513474,74.3518025
2.45297784,129.8365906,196.0417705,248.2897634,20.77105536,165.0638901,77.47483387
2.447335926,132.5565424,199.9472019,254.6927698,22.13265468,165.5621883,80.68793854
2.441694012,135.2983131,203.7259343,261.0869733,23.56475075,166.0491452,83.99151222
2.436052097,138.0609147,207.3729182,267.4645177,25.06955301,166.5277442,87.38582592
2.430410183,140.8433224,210.8839363,273.8174864,26.64923387,167.0010383,90.87102028
2.424768269,143.6444749,214.2556398,280.1379248,28.30591923,167.4721395,94.44709998
2.419126355,146.4632751,217.4855781,286.4178633,30.0416786,167.9442064,98.11392837
2.41348444,149.29859,220.5722213,292.6493403,31.85851476,168.4204329,101.8712221
2.407842526,152.1492519,223.5149751,298.8244252,33.75835317,168.9040346,105.7185461
2.402200612,155.0140584,226.3141886,304.9352423,35.74303091,169.3982359,109.6553087
2.396558698,157.8917732,228.971154,310.9739935,37.81428545,169.9062568,113.6807568
2.390916784,160.7811266,231.488098,316.9329816,39.97374311,170.4312981,117.7939714
2.385274869,163.6808166,233.8681665,322.8046328,42.22290726,170.9765275,121.9938639
2.379632955,166.5895092,236.1153996,328.5815193,44.56314639,171.5450647,126.2791714
2.373991041,169.5058396,238.2347012,334.2563809,46.99568209,172.1399666,130.6484538
2.368349127,172.4284127,240.2317989,339.8221463,49.52157687,172.7642123,135.1000904
2.362707213,175.3558045,242.1131983,345.2719532,52.14172203,173.4206878,139.6322765
2.357065298,178.2865628,243.8861299,350.5991682,54.85682555,174.1121707,144.2430219
2.351423384,181.2192082,245.5584894,355.7974052,57.66740007,174.8413152,148.9301476
2.34578147,184.1522353,247.138773,360.860543,60.57375105,175.6106366,153.691285
2.340139556,187.0841138,248.6360066,365.7827415,63.57596518,176.4224969,158.5238743
2.334497641,190.01329,250.0596707,370.5584575,66.67389904,177.2790897,163.4251635
2.328855727,192.9381874,251.4196213,375.1824578,69.86716823,178.182426,168.3922084
2.323213813,195.8572087,252.7260076,379.6498325,73.15513678,179.1343199,173.4218725
2.317571899,198.7687367,253.9891868,383.9560058,76.53690729,180.1363757,178.5108279
2.311929985,201.6711359,255.2196378,388.0967456,80.01131146,181.1899742,183.6555559
2.30628807,204.5627538,256.427873,392.068172,83.57690143,182.2962608,188.8523496
2.300646156,207.4419224,257.6243505,395.8667636,87.23194179,183.4561339,194.097315
2.295004242,210.30696,258.8193867,399.4893629,90.97440237,184.6702336,199.3863749
2.289362328,213.1561723,260.0230698,402.9331797,94.80195202,185.9389322,204.7152713
2.283720414,215.9878544,261.245176,406.1957929,98.71195322,187.2623248,210.0795698
2.278078499,218.8002922,262.4950877,409.2751514,102.7014578,188.6402213,215.4746637
2.272436585,221.5917643,263.7817156,412.1695721,106.7672037,190.0721392,220.8957794
2.266794671,224.3605432,265.1134248,414.8777381,110.9056127,191.5572979,226.3379815
2.261152757,227.1048979,266.4979653,417.3986939,115.1127899,193.0946139,231.7961794
2.255510842,229.8230948,267.9424079,419.7318401,119.3845238,194.682697,237.2651334
2.249868928,232.5133998,269.4530856,421.8769262,123.7162878,196.3198484,242.7394623
2.244227014,235.1740804,271.0355415,423.8340422,128.1032435,198.0040597,248.2136512
2.2385851,237.8034071,272.6944825,425.6036095,132.5402451,199.733013,253.6820594
2.232943186,240.3996555,274.4337404,427.1863692,137.0218445,201.5040832,259.1389295
2.227301271,242.9611079,276.2562393,428.5833709,141.5422995,203.3143409,264.5783967
2.221659357,245.4860556,278.1639711,429.7959594,146.0955816,205.1605571,269.9944983
2.216017443,247.9728002,280.1579772,430.8257611,150.6753863,207.0392094,275.381184
2.210375529,250.4196562,282.2383383,431.6746688,155.2751447,208.9464893,280.7323269
2.204733615,252.8249522,284.4041706,432.3448267,159.8880363,210.8783112,286.0417341
2.1990917,255.1870331,286.6536304,432.8386142,164.5070036,212.830323,291.3031583
2.193449786,257.504262,288.9839242,433.1586291,169.1247675,214.7979177,296.5103097
2.187807872,259.7750222,291.3913268,433.307671,173.7338446,216.7762463,301.6568681
2.182165958,261.9977187,293.8712051,433.2887232,178.3265655,218.7602326,306.7364954
2.176524044,264.1707803,296.4180486,433.1049361,182.8950946,220.7445887,311.7428482
2.170882129,266.2926616,299.0255058,432.759609,187.4314507,222.723832,316.6695909
2.165240215,268.3618443,301.6864253,432.2561722,191.9275295,224.6923035,321.5104084
2.159598301,270.3768397,304.392903,431.5981705,196.375126,226.6441864,326.2590201
2.153956387,272.3361898,307.1363333,430.7892446,200.765959,228.5735273,330.9091926
2.148314472,274.2384697,309.9074643,429.8331154,205.0916956,230.4742564,335.4547538
2.142672558,276.0822888,312.6964569,428.7335662,209.3439772,232.3402099,339.8896058
2.137030644,277.8662926,315.4929469,427.4944276,213.5144456,234.1651529,344.2077391
2.13138873,279.5891648,318.2861101,426.1195613,217.59477,235.9428025,348.4032456
2.125746816,281.2496281,321.0647285,424.6128455,221.5766742,237.6668517,352.4703319
2.120104901,282.8464466,323.8172593,422.9781608,225.4519642,239.330994,356.4033334
2.114462987,284.3784269,326.531904,421.2193765,229.2125562,240.9289477,360.1967261
2.108821073,285.8444195,329.1966785,419.3403382,232.8505042,242.4544811,363.8451408
2.103179159,287.2433205,331.7994835,417.3448563,236.3580282,243.901437,367.3433748
2.097537245,288.5740729,334.3281738,415.2366949,239.7275411,245.263758,370.6864046
2.09189533,289.835668,336.7706277,413.019562,242.9516767,246.5355105,373.869398
2.086253416,291.0271463,339.1148143,410.697101,246.0233159,247.7109097,376.8877255
2.080611502,292.1475992,341.3488598,408.2728827,248.9356131,248.7843434,379.7369717
2.074969588,293.1961699,343.4611114,405.750398,251.6820213,249.7503949,382.4129457
2.069327673,294.1720547,345.4401988,403.133053,254.256317,250.6038664,384.911692
2.063685759,295.0745036,347.2750934,400.4241634,256.6526232,251.3398004,387.2294997
2.058043845,295.9028217,348.9551641,397.6269509,258.8654321,251.9535007,389.3629116
2.052401931,296.6563698,350.4702299,394.7445407,260.8896261,252.4405529,391.3087335
2.046760017,297.3345656,351.8106098,391.7799591,262.7204974,252.7968428,393.0640414
2.041118102,297.9368839,352.9671677,388.7361329,264.3537662,253.0185742,394.6261892
2.035476188,298.4628577,353.9313546,385.6158889,265.7855976,253.1022852,395.9928152
2.029834274,298.9120787,354.6952466,382.4219554,267.0126165,253.0448634,397.1618483
2.02419236,299.2841978,355.2515786,379.1569628,268.0319207,252.8435591,398.1315128
2.018550446,299.5789255,355.593774,375.8234469,268.8410926,252.4959975,398.9003335
2.012908531,299.7960324,355.7159704,372.4238511,269.4382084,252.0001887,399.4671387
2.007266617,299.9353493,355.6130406,368.9605305,269.8218462,251.3545369,399.8310638
2.001624703,299.9967678,355.2806104,365.4357561,269.9910913,250.5578471,399.9915532
1.995982789,299.9802399,354.7150713,361.8517191,269.9455398,249.6093301,399.9483618
1.990340875,299.8857784,353.9135891,358.2105367,269.6853004,248.5086068,399.7015555
1.98469896,299.7134572,352.8741095,354.5142574,269.210994,247.2557092,399.2515114
1.979057046,299.4634103,351.5953584,350.7648669,268.5237508,245.8510808,398.5989161
1.973415132,299.1358325,350.0768394,346.9642939,267.6252066,244.2955747,397.7447649
1.967773218,298.7309788,348.3188271,343.1144173,266.5174954,242.5904502,396.6903586
1.962131303,298.2491639,346.322357,339.2170719,265.2032417,240.7373675,395.4373002
1.956489389,297.6907622,344.0892118,335.2740553,263.6855496,238.7383806,393.9874914
1.950847475,297.0562069,341.621905,331.2871341,261.9679911,236.5959293,392.3431272
1.945205561,296.3459898,338.9236605,327.258051,260.0545917,234.3128286,390.5066906
1.939563647,295.5606603,335.9983904,323.1885307,257.9498146,231.8922571,388.4809464
1.933921732,294.700825,332.8506695,319.0802861,255.6585438,229.3377442,386.2689342
1.928279818,293.7671468,329.4857073,314.9350244,253.1860649,226.6531554,383.8739607
1.922637904,292.7603442,325.9093181,310.7544533,250.538045,223.8426766,381.2995916
1.91699599,291.6811898,322.127889,306.5402854,247.7205107,220.9107974,378.549643
1.911354076,290.5305102,318.1483456,302.2942443,244.7398256,217.8622925,375.6281712
1.905712161,289.3091843,313.9781168,298.0180689,241.6026664,214.7022036,372.5394637
1.900070247,288.0181424,309.625098,293.7135177,238.3159978,211.4358185,369.2880279
1.894428333,286.6583649,305.0976127,289.3823726,234.8870471,208.0686511,365.8785808
1.888786419,285.2308812,300.4043735,285.0264426,231.3232772,204.6064198,362.3160371
1.883144504,283.7367684,295.5544428,280.6475666,227.6323605,201.0550258,358.6054978
1.87750259,282.1771499,290.5571924,276.2476159,223.8221507,197.4205304,354.7522377
1.871860676,280.5531939,285.4222625,271.828496,219.9006558,193.7091328,350.7616933
1.866218762,278.8661122,280.159522,267.3921483,215.8760095,189.927147,346.6394496
1.860576848,277.1171583,274.779027,262.940551,211.7564442,186.0809789,342.3912276
1.854934933,275.3076262,269.2909815,258.4757196,207.5502626,182.1771035,338.022871
1.849293019,273.4388487,263.7056969,253.9997066,203.2658104,178.222042,333.5403323
1.843651105,271.5121958,258.0335533,249.5146015,198.9114492,174.2223396,328.9496605
1.838009191,269.5290728,252.284961,245.0225293,194.49553,170.1845431,324.2569863
1.832367277,267.4909189,246.4703236,240.5256493,190.0263667,166.1151791,319.4685096
1.826725362,265.3992053,240.6000013,236.0261534,185.5122112,162.0207331,314.5904854
1.821083448,263.2554335,234.684276,231.5262633,180.9612287,157.9076292,309.6292106
1.815441534,261.0611335,228.7333182,227.0282285,176.3814742,153.7822097,304.5910106
1.80979962,258.8178618,222.7571545,222.5343227,171.7808696,149.6507166,299.4822259
1.804157705,256.5272,216.7656371,218.0468405,167.1671826,145.5192735,294.3091992
1.798515791,254.1907525,210.7684153,213.568094,162.548006,141.3938683,289.0782626
1.792873877,251.8101449,204.7749083,209.1004087,157.9307387,137.2803369,283.7957249
1.787231963,249.3870219,198.7942798,204.646119,153.3225678,133.1843485,278.4678593
1.781590049,246.9230457,192.8354152,200.2075643,148.7304524,129.1113913,273.1008914
1.775948134,244.4198941,186.9068996,195.7870838,144.1611078,125.0667598,267.7009875
1.77030622,241.8792582,181.0169988,191.3870124,139.6209922,121.0555426,262.2742435
1.764664306,239.302841,175.1736416,187.0096751,135.1162945,117.0826126,256.8266738
1.759022392,236.6923553,169.3844048,182.6573827,130.6529228,113.1526172,251.3642006
1.753380478,234.0495217,163.6564991,178.3324264,126.2364958,109.26997,245.8926445
1.747738563,231.3760672,157.996758,174.037073,121.872334,105.4388444,240.4177146
1.742096649,228.6737226,152.4116285,169.7735597,117.5654535,101.6631674,234.944999
1.736454735,225.9442215,146.9071629,165.5440892,113.3205609,97.94661498,229.4799572
1.730812821,223.1892979,141.4890138,161.3508251,109.1420495,94.29260916,224.0279111
1.725170907,220.4106845,136.1624298,157.1958864,105.0339967,90.70431533,218.5940381
1.719528992,217.6101111,130.9322535,153.0813437,101.0001631,87.18464121,213.1833637
1.713887078,214.7893027,125.8029212,149.0092141,97.04399263,83.73623682,207.8007555
1.708245164,211.9499779,120.7784646,144.9814568,93.16861388,80.36149533,202.450917
1.70260325,209.0938471,115.8625128,140.9999693,89.37684286,77.06255511,197.1383823
1.696961335,206.2226109,111.0582978,137.0665835,85.67118657,73.84130249,191.8675115
1.691319421,203.3379584,106.3686593,133.1830614,82.05384784,70.69937564,186.6424864
1.685677507,200.4415658,101.7960524,129.3510921,78.52673101,67.63816907,181.4673069
1.680035593,197.5350946,97.34255608,125.5722888,75.09144862,64.65883911,176.345788
1.674393679,194.6201903,93.00988215,121.848185,71.74932898,61.76230992,171.281557
1.668751764,191.6984808,88.79938627,118.1802327,68.50142439,58.94928034,166.2780519
1.66310985,188.7715751,84.7120792,114.5697995,65.34852022,56.2202312,161.3385194
1.657467936,185.8410617,80.74863925,111.018167,62.2911445,53.57543322,156.4660147
1.651826022,182.9085077,76.90942525,107.5265282,59.32957815,51.01495544,151.6634004
1.646184108,179.9754571,73.19449037,104.0959868,56.46386562,48.53867395,146.9333468
1.640542193,177.0434296,69.60359632,100.7275556,53.69382608,46.14628109,142.2783328
1.634900279,174.1139198,66.13622815,97.42215557,51.01906476,43.83729487,137.7006461
1.629258365,171.1883956,62.79160929,94.18061555,48.43898473,41.61106865,133.2023855
1.623616451,168.2682975,59.56871701,91.00367158,45.9527988,39.466801,128.7854624
1.617974536,165.3550374,56.46629789,87.89196705,43.55954159,37.40354569,124.4516029
1.612332622,162.4499976,53.4828836,84.84605293,41.25808164,35.42022173,120.202351
1.606690708,159.5545298,50.61680654,81.86638828,39.04713359,33.51562344,116.0390711
1.601048794,156.6699547,47.86621549,78.95334102,36.92527027,31.68843046,111.9629517
1.59540688,153.7975607,45.22909122,76.10718899,34.89093474,29.93721781,107.9750091
1.589764965,150.9386034,42.70326177,73.32812119,32.94245212,28.2604656,104.0760913
1.584123051,148.0943046,40.28641761,70.61623933,31.0780413,26.65656884,100.2668824
1.578481137,145.2658524,37.97612639,67.97155952,29.29582635,25.12384687,96.54790714
1.572839223,142.4543996,35.76984748,65.39401419,27.59384772,23.66055264,92.91953563
1.567197309,139.6610641,33.66494593,62.88345424,25.97007303,22.2648817,89.38198836
1.561555394,136.8869279,31.65870612,60.4396513,24.42240763,20.93498097,85.93534141
1.55591348,134.1330368,29.74834485,58.06230022,22.94870471,19.66895709,82.57953175
1.550271566,131.4004,27.931024,55.75102164,21.54677501,18.46488454,79.31436279
1.544629652,128.6899902,26.20386254,53.50536476,20.21439618,17.32081334,76.13950992
1.538987738,126.0027427,24.56394803,51.32481017,18.94932161,16.23477642,73.05452629
1.533345823,123.3395555,23.00834757,49.20877283,17.74928886,15.20479663,70.05884852
1.527703909,120.7012895,21.53411808,47.15660511,16.61202765,14.2288933,67.15180261
1.522061995,118.0887677,20.13831603,45.16759995,15.53526731,13.30508847,64.33260977
1.516420081,115.5027758,18.8180065,43.24099398,14.51674382,12.43141268,61.60039236
1.510778166,112.9440619,17.57027166,41.37597086,13.55420632,11.60591038,58.95417975
1.505136252,110.4133365,16.39221864,39.57166444,12.64542321,10.82664497,56.39291422
1.499494338,107.9112728,15.28098675,37.82716216,11.7881877,10.09170335,53.91545685
1.493852424,105.4385067,14.23375411,36.14150829,10.98032295,9.399200197,51.52059322
1.48821051,102.995637,13.24774371,34.51370724,10.21968669,8.747281779,49.20703924
1.482568595,100.5832257,12.32022885,32.94272687,9.504175496,8.134129404,46.97344675
1.476926681,98.20179834,11.44853802,31.42750176,8.831728496,7.55796252,44.81840909
1.471284767,95.8518441,10.63005923,29.96693639,8.200330746,7.017041448,42.74046655
1.465642853,93.53381632,9.86224384,28.55990839,7.608016156,6.509669767,40.73811173
1.460000939,91.24813284,9.142609821,27.20527164,7.052870021,6.034196374,38.80979472
1.454359024,88.99517646,8.468744554,25.90185932,6.533031188,5.589017227,36.95392818
1.44871711,86.77529538,7.838307166,24.64848696,6.046693843,5.172576774,35.16889227
1.443075196,84.58880369,7.249030406,23.44395532,5.592108968,4.783369108,33.45303944
1.437433282,82.43598191,6.698722109,22.28705327,5.167585468,4.419938844,31.80469902
1.431791367,80.31707755,6.185266262,21.1765605,4.771490992,4.080881741,30.22218165
1.426149453,78.23230571,5.706623694,20.11125021,4.402252466,3.764845078,28.70378361
1.420507539,76.18184965,5.260832423,19.08989167,4.058356364,3.470527822,27.24779087
1.414865625,74.16586147,4.846007684,18.11125265,3.738348725,3.196680571,25.85248302
1.409223711,72.18446275,4.460341653,17.17410182,3.440834943,2.942105315,24.51613701
1.403581796,70.23774523,4.102102907,16.27721094,3.164479349,2.705655026,23.23703073
1.397939882,68.32577153,3.769635627,15.41935705,2.908004598,2.486233075,22.01344633
1.392297968,66.44857587,3.461358584,14.59932443,2.670190886,2.282792517,20.84367343
1.386656054,64.60616479,3.175763916,13.81590656,2.449875004,2.094335242,19.7260121
1.38101414,62.7985179,2.911415729,13.06790792,2.245949263,1.919911004,18.65877573
1.375372225,61.02558869,2.666948537,12.35414562,2.057360289,1.758616361,17.64029356
1.369730311,59.28730526,2.441065563,11.67345101,1.883107712,1.609593518,16.66891323
1.364088397,57.58357113,2.232536921,11.02467114,1.722242761,1.472029089,15.74300299
1.358446483,55.91426604,2.040197696,10.40667008,1.57386679,1.345152813,14.8609538
1.352804568,54.27924677,1.862945943,9.818330165,1.437129724,1.228236192,14.02118128
1.347162654,52.67834792,1.69974061,9.258553142,1.311228468,1.120591114,13.22212744
1.34152074,51.11138274,1.549599421,8.726261163,1.195405265,1.021568417,12.46226229
1.335878826,49.57814399,1.411596709,8.220397721,1.088946031,0.930556451,11.74008525
1.330236912,48.07840469,1.284861235,7.739928464,0.991178666,0.846979617,11.05412643
1.324594997,46.61191899,1.168573982,7.283841917,0.901471357,0.770296893,10.40294779
1.318953083,45.17842301,1.06196596,6.851150103,0.819230883,0.700000373,9.78514407
1.313311169,43.77763561,0.96431601,6.440889087,0.743900921,0.635613804,9.199343679
1.307669255,42.40925923,0.874948629,6.052119413,0.67496037,0.576691143,8.644209381
1.302027341,41.07298073,0.793231825,5.683926475,0.611921693,0.522815121,8.11843889
1.296385426,39.76847214,0.718574998,5.335420797,0.554329284,0.473595847,7.620765328
1.290743512,38.49539153,0.650426866,5.005738239,0.501757868,0.428669422,7.149957573
1.285101598,37.25338375,0.588273437,4.694040128,0.453810937,0.387696596,6.704820498
1.279459684,36.04208125,0.531636025,4.399513326,0.410119219,0.350361458,6.284195108
1.27381777,34.86110481,0.480069332,4.121370228,0.370339199,0.316370153,5.886958569
1.268175855,33.71006438,0.433159577,3.858848698,0.334151674,0.285449651,5.512024161
1.262533941,32.58855975,0.390522694,3.611211952,0.301260364,0.257346552,5.158341138
1.256892027,31.49618138,0.351802587,3.37774838,0.271390567,0.231825927,4.824894501
1.251250113,30.43251106,0.316669458,3.157771332,0.244287868,0.208670216,4.510704713
1.245608198,29.39712264,0.284818193,2.950618839,0.219716891,0.187678154,4.214827331
1.239966284,28.38958278,0.255966818,2.755653309,0.197460117,0.168663758,3.936352584
1.23432437,27.40945158,0.22985503,2.572261174,0.177316737,0.151455346,3.674404889
1.228682456,26.45628327,0.206242778,2.399852504,0.159101572,0.135894607,3.428142316
1.223040542,25.52962692,0.18490893,2.237860594,0.142644032,0.121835712,3.196756005
1.217398627,24.62902698,0.165649992,2.085741511,0.127787136,0.109144475,2.979469546
1.211756713,23.75402399,0.148278898,1.942973628,0.114386578,0.097697548,2.775538309
1.206114799,22.90415517,0.132623864,1.80905713,0.102309838,0.087381667,2.584248753
1.200472885,22.07895497,0.118527302,1.683513498,0.091435348,0.078092934,2.404917701
1.194830971,21.2779557,0.105844799,1.565884981,0.081651702,0.069736139,2.23689159
1.189189056,20.50068804,0.094444145,1.455734051,0.072856912,0.062224125,2.0795457
1.183547142,19.74668162,0.084204433,1.352642849,0.064957706,0.055477187,1.932283365
1.177905228,19.01546547,0.0750152,1.256212618,0.057868868,0.04942251,1.794535175
1.172263314,18.30656862,0.066775628,1.166063135,0.051512627,0.04399364,1.665758162
1.166621399,17.61952049,0.059393797,1.08183213,0.045818072,0.039129988,1.545434982
1.160979485,16.9538514,0.05278598,1.003174714,0.040720613,0.034776371,1.433073092
1.155337571,16.30909301,0.046875994,0.929762793,0.036161481,0.030882577,1.328203924
1.149695657,15.68477875,0.041594585,0.861284493,0.032087251,0.027402962,1.23038206
1.144053743,15.08044422,0.03687886,0.797443584,0.028449406,0.02429608,1.139184418
1.138411828,14.49562756,0.032671764,0.737958905,0.025203932,0.021524329,1.054209427
1.132769914,13.92986989,0.028921584,0.682563803,0.022310936,0.019053631,0.97507623
1.127128,13.38271557,0.025581497,0.631005568,0.019734298,0.016853131,0.901423877
